City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,vila velha,-20.3297,-40.2925,78.94,85,20,8.01,BR,1676424530
1,kaitangata,-46.2817,169.8464,64.22,65,100,7.4,NZ,1676424557
2,hilo,19.7297,-155.09,79.29,83,40,12.66,US,1676424402
3,goias,-15.5807,-49.6362,72.93,81,8,1.77,BR,1676424558
4,tual,-5.6667,132.75,82.44,80,98,17.29,ID,1676424558
5,kapaa,22.0752,-159.319,80.58,69,20,23.02,US,1676424558
6,mahebourg,-20.4081,57.7,77.29,78,40,6.91,MU,1676424558
7,busselton,-33.65,115.3333,64.38,62,100,3.38,AU,1676424559
8,yar-sale,66.8333,70.8333,-6.27,100,88,7.61,RU,1676424559
9,bethel,41.3712,-73.414,44.94,53,0,0.0,US,1676424559
10,fort nelson,58.8053,-122.7002,0.99,77,20,5.75,CA,1676424560
11,saint-philippe,-21.3585,55.7679,76.59,82,44,11.41,RE,1676424560
12,mar del plata,-38.0023,-57.5575,61.09,66,0,3.44,AR,1676424560
13,cidreira,-30.1811,-50.2056,71.37,94,100,12.77,BR,1676424560
14,flinders,-34.5833,150.8552,74.25,66,46,5.79,AU,1676424561
15,yatou,37.15,122.3833,31.77,52,87,13.04,CN,1676424561
16,rikitea,-23.1203,-134.9692,79.48,65,100,4.0,PF,1676424561
17,esperance,-33.8667,121.9,68.34,74,96,13.96,AU,1676424562
18,severo-yeniseyskiy,60.3725,93.0408,-17.55,100,99,3.44,RU,1676424562
19,abnub,27.2696,31.1511,46.62,63,7,8.55,EG,1676424562
20,soritor,-6.1392,-77.1039,69.03,92,100,1.66,PE,1676424563
21,goderich,43.7501,-81.7165,43.12,52,100,12.66,CA,1676424563
22,lorengau,-2.0226,147.2712,77.83,87,100,6.73,PG,1676424563
23,gornopravdinsk,60.05,69.9,-0.17,99,99,3.74,RU,1676424563
24,bluff,-46.6,168.3333,62.85,71,0,18.01,NZ,1676424564
25,kodiak,57.79,-152.4072,36.91,70,20,5.75,US,1676424564
26,arraial do cabo,-22.9661,-42.0278,78.76,73,75,5.75,BR,1676424564
27,codrington,-38.2667,141.9667,81.61,25,100,9.57,AU,1676424565
28,alekseyevsk,57.8406,108.3492,5.88,97,100,4.65,RU,1676424565
29,port alfred,-33.5906,26.891,72.18,96,100,3.0,ZA,1676424565
30,volkhov,59.9258,32.3382,15.33,99,99,0.56,RU,1676424566
31,leningradskiy,69.3833,178.4167,-25.15,95,100,8.59,RU,1676424566
32,jamestown,42.097,-79.2353,46.04,38,0,6.91,US,1676424385
33,tripoli,32.8752,13.1875,55.29,69,58,1.72,LY,1676424408
34,bata,1.8639,9.7658,80.01,81,100,9.26,GQ,1676424566
35,beringovskiy,63.05,179.3167,-12.66,88,63,6.6,RU,1676424566
36,peniche,39.3558,-9.3811,58.1,85,100,10.54,PT,1676424567
37,broome,42.2506,-75.833,43.68,57,0,5.99,US,1676424567
38,praia da vitoria,38.7333,-27.0667,52.75,87,20,5.84,PT,1676424567
39,sidi ali,36.0998,0.4206,51.3,43,91,12.95,DZ,1676424568
40,yaan,7.3833,8.5667,81.72,17,6,9.71,NG,1676424568
41,changli,39.7042,119.1506,27.39,35,96,3.36,CN,1676424568
42,upernavik,72.7868,-56.1549,-20.54,95,100,3.98,GL,1676424568
43,narsaq,60.9167,-46.05,7.02,83,3,7.2,GL,1676424569
44,bredasdorp,-34.5322,20.0403,69.37,81,100,6.78,ZA,1676424569
45,omsukchan,62.5333,155.8,-16.82,98,100,5.88,RU,1676424569
46,hamilton,39.1834,-84.5333,60.76,42,20,19.57,US,1676424471
47,hermanus,-34.4187,19.2345,64.8,88,88,10.16,ZA,1676424570
48,key west,24.5557,-81.7826,73.0,67,0,10.36,US,1676424570
49,norman wells,65.282,-126.8329,-14.76,70,0,2.3,CA,1676424570
50,isiro,2.7739,27.616,66.78,39,14,3.31,CD,1676424570
51,port-gentil,-0.7193,8.7815,81.36,76,100,12.21,GA,1676424571
52,itarema,-2.9248,-39.9167,79.25,82,100,9.51,BR,1676424324
53,trail,49.0998,-117.7022,37.69,90,32,2.71,CA,1676424571
54,bubaque,11.2833,-15.8333,76.01,76,64,13.22,GW,1676424571
55,provideniya,64.3833,-173.3,-9.29,59,40,4.47,RU,1676424572
56,puerto ayora,-0.7393,-90.3518,78.55,95,10,3.0,EC,1676424572
57,cabo san lucas,22.8909,-109.9124,68.31,60,40,3.44,MX,1676424524
58,lodwar,3.1191,35.5973,79.59,35,68,7.65,KE,1676424572
59,iqaluit,63.7506,-68.5145,1.13,84,100,10.36,CA,1676424572
60,sitka,57.0531,-135.33,37.29,60,100,12.66,US,1676424573
61,namwala,-15.7504,26.4384,65.17,97,100,3.22,ZM,1676424573
62,huilong,31.8111,121.655,43.93,66,6,12.3,CN,1676424573
63,chuy,-33.6971,-53.4616,72.64,85,100,5.21,UY,1676424574
64,severo-kurilsk,50.6789,156.125,26.56,92,100,40.56,RU,1676424574
65,paka,4.6374,103.4368,78.39,94,40,0.0,MY,1676424575
66,cockburn town,21.4612,-71.1419,76.14,77,0,15.82,TC,1676424549
67,butaritari,3.0707,172.7902,81.34,68,100,11.7,KI,1676424575
68,bowen,-20.0167,148.2333,81.86,71,100,9.19,AU,1676424576
69,murmino,54.6036,40.0544,21.04,94,100,9.4,RU,1676424576
70,khatanga,71.9667,102.5,1.81,96,99,10.94,RU,1676424576
71,avarua,-21.2078,-159.775,86.05,74,40,6.91,CK,1676424576
72,saint george,37.1041,-113.5841,34.43,74,40,13.8,US,1676424409
73,cherskiy,68.75,161.3,-37.43,97,56,1.92,RU,1676424577
74,ribeira grande,38.5167,-28.7,58.77,76,61,15.01,PT,1676424577
75,kruisfontein,-34.0033,24.7314,69.89,91,97,2.17,ZA,1676424577
76,georgetown,5.4112,100.3354,78.73,94,40,0.0,MY,1676424395
77,arvika,59.6553,12.5852,36.21,90,100,6.02,SE,1676424578
78,bingol,38.8847,40.4939,3.65,75,82,5.23,TR,1676424578
79,albany,42.6001,-73.9662,38.52,63,0,2.19,US,1676424545
80,aitape,-3.1374,142.3475,82.65,76,100,3.31,PG,1676424578
81,punta arenas,-53.15,-70.9167,39.31,75,20,17.27,CL,1676424579
82,tuktoyaktuk,69.4541,-133.0374,-18.4,76,75,3.44,CA,1676424579
83,port augusta,-32.5,137.7667,89.28,15,0,9.75,AU,1676424579
84,bambous virieux,-20.3428,57.7575,77.25,78,40,6.91,MU,1676424579
85,port elizabeth,-33.918,25.5701,72.1,88,0,9.22,ZA,1676424580
86,charlestown,-32.95,151.6667,81.01,61,30,4.0,AU,1676424580
87,castro,-24.7911,-50.0119,66.88,96,100,5.75,BR,1676424580
88,ushuaia,-54.8,-68.3,38.86,87,100,24.16,AR,1676424580
89,zhigansk,66.7697,123.3711,-40.76,100,65,4.72,RU,1676424581
90,palmer,42.1584,-72.3287,41.41,64,0,0.0,US,1676424581
91,wanaka,-44.7,169.15,74.1,31,4,8.99,NZ,1676424581
92,trairi,-3.2778,-39.2689,77.7,91,61,7.2,BR,1676424505
93,atuona,-9.8,-139.0333,79.59,72,0,16.42,PF,1676424582
94,frontera,26.9333,-101.45,66.45,8,16,3.44,MX,1676424435
95,lagos,6.5833,3.75,82.72,86,6,3.58,NG,1676424304
96,ilhabela,-23.7781,-45.3581,77.65,87,50,4.99,BR,1676424582
97,fukue,32.6881,128.8419,46.76,61,75,12.66,JP,1676424582
98,nizhniy tsasuchey,50.5167,115.1333,-0.94,94,86,1.59,RU,1676424582
99,virginia beach,36.8529,-75.978,51.03,72,100,6.91,US,1676424577
100,miramar,25.9873,-80.2323,72.0,68,20,10.36,US,1676424583
101,mount gambier,-37.8333,140.7667,82.04,22,100,7.49,AU,1676424583
102,hami,42.8,93.45,29.3,50,0,1.97,CN,1676424583
103,buckeye,33.3703,-112.5838,58.44,66,75,14.97,US,1676424536
104,teya,60.3778,92.6267,-18.49,100,100,2.86,RU,1676424584
105,sao joao da barra,-21.6403,-41.0511,75.96,92,100,16.26,BR,1676424290
106,waitati,-45.75,170.5667,64.8,72,100,8.5,NZ,1676424584
107,thompson,55.7435,-97.8558,-11.04,70,0,4.61,CA,1676424584
108,lavrentiya,65.5833,-171.0,-14.48,88,73,7.43,RU,1676424585
109,alofi,-19.0595,-169.9187,80.49,89,100,4.61,NU,1676424585
110,penzance,50.1186,-5.5371,50.68,92,100,16.13,GB,1676424585
111,port said,31.2565,32.2841,60.78,63,40,13.8,EG,1676424585
112,vanimo,-2.6741,141.3028,75.9,87,99,4.54,PG,1676424586
113,qaanaaq,77.484,-69.3632,-22.18,90,100,5.5,GL,1676424586
114,iroquois falls,48.7669,-80.6831,33.37,87,100,8.99,CA,1676424586
115,vostok,46.4856,135.8833,-1.52,87,100,4.05,RU,1676424587
116,lebu,-37.6167,-73.65,59.85,87,40,13.76,CL,1676424587
117,katherine,-14.4667,132.2667,88.12,66,93,8.05,AU,1676424587
118,sinnamary,5.3833,-52.95,76.91,91,100,10.58,GF,1676424587
119,grand gaube,-20.0064,57.6608,77.4,75,1,1.99,MU,1676424588
120,barrow,71.2906,-156.7887,-11.18,77,100,20.71,US,1676424588
121,dikson,73.5069,80.5464,4.62,95,100,13.44,RU,1676424588
122,yellowknife,62.456,-114.3525,-16.08,76,20,9.22,CA,1676424589
123,vallenar,-28.5708,-70.7581,72.79,60,0,2.71,CL,1676424589
124,labuan,5.2767,115.2417,82.76,78,20,4.61,MY,1676424589
125,chapais,49.7834,-74.8492,28.18,87,100,11.77,CA,1676424589
126,vaini,-21.2,-175.2,84.36,84,75,13.8,TO,1676424590
127,smithers,54.7804,-127.1743,26.92,68,75,2.3,CA,1676424315
128,tarko-sale,64.9225,77.785,3.99,96,100,9.57,RU,1676424590
129,manta,-0.95,-80.7333,76.78,78,40,2.3,EC,1676424590
130,acapulco,16.8634,-99.8901,80.42,74,40,5.75,MX,1676424468
131,imbituba,-28.24,-48.6703,76.33,90,100,5.28,BR,1676424591
132,port antonio,18.18,-76.4612,80.51,83,53,8.3,JM,1676424591
133,nikolskoye,59.7035,30.7861,30.09,97,73,2.86,RU,1676424591
134,ulkan,57.243,107.3223,-7.89,100,57,4.07,RU,1676424591
135,mataura,-46.1927,168.8643,73.11,40,100,4.25,NZ,1676424592
136,oxford,51.7522,-1.256,40.37,94,100,3.44,GB,1676424520
137,aykhal,66.0,111.5,-7.53,96,99,2.39,RU,1676424592
138,fortuna,40.5982,-124.1573,46.74,78,100,14.97,US,1676424514
139,channel-port aux basques,47.5702,-59.1367,25.07,71,100,11.65,CA,1676424592
140,guilin,25.2819,110.2864,41.11,60,1,9.17,CN,1676424593
141,nishihara,26.1842,127.7558,60.85,75,75,26.46,JP,1676424593
142,carnarvon,-24.8667,113.6333,76.12,67,99,17.27,AU,1676424593
143,souillac,-20.5167,57.5167,77.38,78,40,6.91,MU,1676424594
144,dudinka,69.4058,86.1778,4.62,94,100,13.87,RU,1676424594
145,cape town,-33.9258,18.4232,69.89,85,0,17.27,ZA,1676424326
146,huarmey,-10.0681,-78.1522,74.55,81,100,6.67,PE,1676424594
147,hobart,-42.8794,147.3294,76.05,47,0,6.91,AU,1676424456
148,hithadhoo,-0.6,73.0833,81.05,72,0,10.16,MV,1676424594
149,asyut,27.181,31.1837,46.58,63,7,9.04,EG,1676424595
150,ende,-8.8432,121.6623,80.69,84,99,8.28,ID,1676424595
151,pevek,69.7008,170.3133,-39.12,98,84,5.66,RU,1676424595
152,san andres,12.5847,-81.7006,80.62,74,20,11.5,CO,1676424595
153,salta,-24.7859,-65.4117,68.59,90,0,6.91,AR,1676424596
154,udachnyy,66.4167,112.4,-6.56,76,100,2.57,RU,1676424596
155,severnoye,56.3491,78.3619,-14.78,100,100,3.6,RU,1676424596
156,bengkulu,-3.8004,102.2655,75.96,86,100,4.59,ID,1676424597
157,sao jose da coroa grande,-8.8978,-35.1478,79.23,79,100,8.05,BR,1676424597
158,kaa-khem,51.6833,94.7333,-15.57,96,69,3.09,RU,1676424597
159,guerrero negro,27.9769,-114.0611,61.14,59,99,13.27,MX,1676424598
160,westport,41.1415,-73.3579,45.55,65,0,3.44,US,1676424598
161,ancud,-41.8697,-73.8203,57.54,92,100,7.83,CL,1676424598
162,gimli,50.6336,-96.9907,10.42,79,100,19.57,CA,1676424589
163,new norfolk,-42.7826,147.0587,75.7,34,100,3.0,AU,1676424598
164,panama city,8.9936,-79.5197,80.55,68,0,12.66,PA,1676424336
165,poum,-20.2333,164.0167,79.45,61,5,1.12,NC,1676424599
166,salalah,17.0151,54.0924,68.09,60,20,5.75,OM,1676424599
167,searcy,35.2506,-91.7363,54.99,95,0,8.05,US,1676424599
168,oranjestad,12.524,-70.027,78.75,83,20,14.97,AW,1676424600
169,pampa,35.5362,-100.9599,58.19,40,0,12.66,US,1676424600
170,yamada,39.4667,141.95,29.71,54,59,8.81,JP,1676424600
171,malazgirt,39.1427,42.5401,-5.55,96,62,1.95,TR,1676424601
172,riyadh,24.6877,46.7219,57.34,20,1,6.98,SA,1676424518
173,zyryanka,65.75,150.85,-25.17,91,100,5.28,RU,1676424601
174,bayangol,50.6977,103.4656,7.27,90,100,2.21,RU,1676424601
175,klaksvik,62.2266,-6.589,45.52,93,100,5.3,FO,1676424602
176,panlaitan,12.1191,119.8486,81.46,68,75,11.16,PH,1676424602
177,dandong,40.1292,124.3947,24.94,27,100,10.65,CN,1676424603
178,kanlagay,5.8757,121.2915,79.38,80,100,3.78,PH,1676424603
179,los llanos de aridane,28.6585,-17.9182,58.75,79,75,24.16,ES,1676424604
180,sena madureira,-9.0656,-68.6569,73.98,95,100,1.5,BR,1676424604
181,camopi,3.1655,-52.3158,71.69,99,100,1.68,GF,1676424604
182,saint-denis,48.9167,2.3333,43.29,86,39,4.61,FR,1676424605
183,port blair,11.6667,92.75,68.04,94,6,2.3,IN,1676424605
184,powassan,46.0334,-79.3496,36.46,69,95,9.19,CA,1676424606
185,jacareacanga,-6.2222,-57.7528,73.06,99,65,2.3,BR,1676424606
186,jalu,29.0331,21.5482,50.29,74,5,9.37,LY,1676424606
187,conde,-7.2597,-34.9075,80.06,89,75,4.61,BR,1676424607
188,namibe,-15.1961,12.1522,70.99,79,75,4.27,AO,1676424607
189,qui nhon,13.7667,109.2333,76.55,83,43,14.27,VN,1676424608
190,brae,60.3964,-1.353,46.81,91,70,15.64,GB,1676424608
191,la sarre,48.8002,-79.1996,31.84,87,100,12.35,CA,1676424609
192,avdon,54.6667,55.7167,6.12,77,100,0.0,RU,1676424609
193,santa fe,-31.6333,-60.7,86.11,46,99,6.49,AR,1676424327
194,progreso,21.2833,-89.6667,82.11,75,0,13.38,MX,1676424610
195,puerto escondido,15.85,-97.0667,81.43,65,40,5.75,MX,1676424610
196,mnogovershinnyy,53.9353,139.9242,-3.96,71,6,6.85,RU,1676424611
197,bauchi,10.5,10.0,60.53,31,0,6.22,NG,1676424611
198,airai,-8.9266,125.4092,66.07,89,100,3.49,TL,1676424612
199,punto fijo,11.6956,-70.1996,77.59,82,0,21.36,VE,1676424612
200,kenai,60.5544,-151.2583,25.14,84,100,21.85,US,1676424612
201,ekhabi,53.5102,142.9671,-8.57,85,53,17.65,RU,1676424613
202,loa janan,-0.583,117.095,80.64,84,100,2.62,ID,1676424613
203,acarau,-2.8856,-40.12,79.05,83,100,10.22,BR,1676424614
204,svetlaya,46.5389,138.3297,12.45,40,0,7.72,RU,1676424614
205,yamaga,33.0167,130.6833,42.98,44,99,8.88,JP,1676424614
206,chikwawa,-16.0335,34.8009,73.22,98,100,1.32,MW,1676424615
207,gloversville,43.0528,-74.3438,36.23,78,0,4.61,US,1676424615
208,karonga,-9.9333,33.9333,72.9,84,100,3.22,MW,1676424616
209,luanda,-8.8368,13.2343,78.8,83,75,5.75,AO,1676424616
210,nemuro,43.3236,145.575,15.35,67,82,19.62,JP,1676424616
211,ulladulla,-35.35,150.4667,74.7,58,0,10.0,AU,1676424617
212,pathanamthitta,9.2667,76.7833,70.74,63,0,2.42,IN,1676424617
213,asau,46.4333,26.4,36.52,89,12,5.44,RO,1676424617
214,montrose,38.4166,-108.2673,18.45,93,100,5.48,US,1676424617
215,hrebinka,50.1171,32.4361,29.52,83,100,15.26,UA,1676424618
216,olafsvik,64.8945,-23.7142,35.78,62,100,17.11,IS,1676424618
217,muslyumovo,55.3033,53.1947,10.29,96,100,5.59,RU,1676424618
218,cervo,43.6702,-7.4101,51.26,71,47,6.46,ES,1676424619
219,gat,31.61,34.7642,51.4,100,49,1.28,IL,1676424543
220,miri,4.4148,114.0089,78.94,89,40,6.91,MY,1676424619
221,bogale,16.2833,95.4,74.17,54,0,4.7,MM,1676424619
222,bodden town,19.2833,-81.25,77.0,91,20,10.36,KY,1676424620
223,ixtapa,20.7,-105.2,72.63,68,0,8.05,MX,1676424620
224,ejura,7.3856,-1.3562,75.92,65,1,2.37,GH,1676424620
225,richards bay,-28.783,32.0377,74.39,91,10,9.44,ZA,1676424620
226,siguiri,11.6667,-9.5,77.59,13,100,1.07,GN,1676424621
227,kirkuk,35.4681,44.3922,39.24,51,0,4.94,IQ,1676424621
228,panguipulli,-39.6333,-72.3333,56.77,78,100,0.27,CL,1676424621
229,dunedin,-45.8742,170.5036,64.8,72,100,3.0,NZ,1676424330
230,gao,16.6362,1.637,68.86,20,2,14.09,ML,1676424622
231,pizarro,4.9533,-77.366,77.72,89,97,1.68,CO,1676424622
232,victoria,22.2855,114.1577,57.38,65,0,10.0,HK,1676424374
233,jinchang,38.4953,102.1739,23.74,63,1,3.67,CN,1676424622
234,gunjur,13.2019,-16.7339,69.08,74,100,17.36,GM,1676424622
235,ust-nera,64.5667,143.2,-31.5,96,99,2.8,RU,1676424623
236,vanavara,60.34,102.2797,-5.48,97,100,2.91,RU,1676424623
237,asfi,32.2994,-9.2372,57.36,89,100,7.45,MA,1676424624
238,east london,-33.0153,27.9116,75.87,92,69,5.84,ZA,1676424624
239,palocabildo,5.1171,-75.0173,64.56,88,99,4.07,CO,1676424624
240,marechal candido rondon,-24.5561,-54.0567,68.74,93,100,3.67,BR,1676424556
241,acara,-1.9608,-48.1967,74.16,99,100,2.15,BR,1676424625
242,khorixas,-20.3667,14.9667,68.0,35,66,3.2,NA,1676424625
243,vao,-22.6667,167.4833,74.7,62,19,7.23,NC,1676424625
244,bermeo,43.4209,-2.7215,57.4,67,100,12.06,ES,1676424625
245,sri aman,1.2376,111.4621,77.05,94,20,0.0,MY,1676424626
246,yarada,17.65,83.2667,66.52,100,0,2.3,IN,1676424626
247,muroto,33.2833,134.15,41.72,53,69,5.14,JP,1676424626
248,humaita,-7.5061,-63.0208,78.12,88,100,0.58,BR,1676424627
249,roebourne,-20.7833,117.1333,94.26,40,76,13.47,AU,1676424627
250,hit,33.6416,42.8251,46.22,43,100,6.4,IQ,1676424628
251,aklavik,68.2191,-135.0107,-28.19,99,9,4.5,CA,1676424628
252,rio gallegos,-51.6226,-69.2181,42.85,75,40,32.21,AR,1676424349
253,elliot,-31.3333,27.85,60.22,85,29,0.51,ZA,1676424629
254,nantucket,41.2835,-70.0995,41.14,80,0,0.0,US,1676424629
255,port hardy,50.6996,-127.4199,37.58,70,40,3.44,CA,1676424629
256,talnakh,69.4865,88.3972,4.21,95,100,9.46,RU,1676424630
257,manokwari,-0.8667,134.0833,83.03,74,97,2.71,ID,1676424630
258,yarmouth,41.7057,-70.2286,39.96,75,0,7.0,US,1676424630
259,great yarmouth,52.6083,1.7305,37.42,85,93,8.39,GB,1676424631
260,pisco,-13.7,-76.2167,75.25,78,0,10.36,PE,1676424531
261,colares,38.7992,-9.4469,59.32,89,100,21.0,PT,1676424631
262,abu samrah,35.3029,37.1841,39.51,65,82,3.62,SY,1676424631
263,evensk,61.95,159.2333,12.72,79,70,16.91,RU,1676424632
264,kozhva,65.1073,57.0459,14.77,96,100,5.59,RU,1676424632
265,monrovia,6.3005,-10.7969,78.57,88,97,2.91,LR,1676424633
266,petersburg,37.2279,-77.4019,55.62,62,100,5.55,US,1676424538
267,tura,25.5198,90.2201,63.99,38,0,2.01,IN,1676424633
268,cap malheureux,-19.9842,57.6142,76.46,75,3,1.99,MU,1676424633
269,tiksi,71.6872,128.8694,-17.9,97,98,6.89,RU,1676424634
270,olinda,-8.0089,-34.8553,80.33,83,75,5.75,BR,1676424634
271,great malvern,52.1116,-2.3252,42.98,85,100,1.99,GB,1676424634
272,warmbad,-28.45,18.7333,71.13,43,1,8.41,NA,1676424635
